,job_title,company_name,job_location,date,job_description,AWS Cloud,Algebra,Azure,Big Data,C/C++,Data Mining/Analytics,DevOps,Excel,GCP,Git,Google Cloud,IBM,Jason,Java,MATLAB,Machine Learning,Mathematics,NLP,Neural Networks,Operations research,Oracle,Probability,Python,R,SAS,SDLC,SPSS,SQL/databases,Scala,Stata,Statistics,Support Vector Machines,Team building,Visualisation,agile,consulting,decision making,leadership,management,presentation,problem solving,project_management,xml
160,Data Analyst,Bench,"Vancouver, BC",11 days ago,"What's Bench? Check us out in Georgia Straight ( https://www.straight.com/life/1165331/bench-accounting-and-11-other-metro-vancouver-companies-make-deloittes-prestigious ), Fit Small Business ( https://fitsmallbusiness.com/bench-ceo-interview/ ),Inc.com ( http://www.inc.com/bartie-scott/bench-mental-health-guide.html ), FinTech Impact ( https://www.fintechimpact.co/podcast/bench ), the blog ofPerkins + Will ( https://officesnapshots.com/2017/04/25/bench-accounting-offices-vancouver/ ) and ourInstagram ( https://www.instagram.com/benchaccounting/ ).

We're a passionate and fun group of people working hard bring financial mastery to 1,000,000 people. For many small business owners, keeping up to date on their books means less time spent growing their businesses. Bench solves this dilemma by taking bookkeeping off of our clients hands. We've paired our intuitive (and quite beautiful) software with a team of dedicated bookkeepers to provide monthly bookkeeping at an accessible price, giving entrepreneurs the time and the confidence to run the businesses they love.

Bench is post Series B, capitalized by a team of Silicon Valley and New York investors. We're scaling fast and we're not slowing down anytime soon. In just a few short years, we've grown from four co-founders to over 350 Benchmates. We're looking for the brightest minds to join us on this incredible journey, in pursuit of bringing financial mastery to our clients.

Data Analyst

The Data Analytics team plays a key role in driving the understanding, growth, and success of Bench. Reporting to the Manager, Data & Analytics, you will combine technical know-how with a deep understanding of our business and clients to make an impact across the entire data value chain at Bench:


You'll work closely with our Data Engineering team to ingest product and business information into our data warehouse;
You'll collaborate with other analysts and subject-matter experts to summarize high volumes of raw data into a useful form;
You'll be a sought-after resource by analysts throughout Bench for your subject-matter expertise on data infrastructure, analysis techniques, and data visualization.

Ultimately, your work will spawn insights that help Bench leadership and decision-makers to make informed decisions.

Here are some of the things you'll get up to:

Take in and clarify requests made of the Data team by stakeholders across Bench
Interpret and transform raw data to produce high-quality data sets for use by business users and other analysts
Build dashboards and reports to monitor business and operational metrics

The Essentials:

2-5 years progressive experience in data analytics, business intelligence, or similar roles
You balance an enthusiasm for learning and new ideas with a keen eye for detail
You have a healthy skepticism and are good at finding and pointing out flaws in quantitative reasoning (including your own)
You are unafraid of speaking up and out to make our ideas and lives better, communicating your thoughts effectively and with empathy
Post-secondary degree in Engineering, Science, Economics, Business, or other quantitative discipline (or equivalent experience)

Technical skills:

Hands-on experience using data visualization to tell compelling stories (Tableau, PowerBI)
Familiarity with querying relational databases using SQL (PostgreSQL, Amazon Redshift, MySQL)
Exposure to one or more programming languages commonly used for statistical analysis or data science (eg. Python, R)
Proficiency with Excel or Google Sheets

Other Details:

This is a full-time permanent position because we want to spend lots of time with your wonderful self
This position offers a competitive salary and stock options based on experience
Our office on Robson Street (easily accessible via transit) is dog friendly and the fridge is always stocked compliments of Bench
We offer an extended benefits package that includes health, dental, vision, massage, and a monthly Lifestyle Spending Account

",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
161,Data Analyst,Manulife,"Kitchener, ON",30+ days ago,"Kitchener, ONAre you looking for unlimited opportunities to develop and succeed? With work that challenges and makes a difference, within a flexible and supportive environment, we can help our customers achieve their dreams and aspirations.
Job Description
Are you a go-getter who loves to dig into data and how it is leveraged? Can you translate the data needs of a product roadmap into a backlog of epics of user stories, which drive valuable prioritization conversations? Do you want to be a part of an agile squad delivering essential APIs leveraged by multiple products within the Manulife Group Benefits business? If you answered yes to all the above questions, we would like to meet you!
Key Accountabilities
Work with multiple partners across Manulife Group Benefits to analyze and map data flows through existing systems to enable the delivery of key systems modernization projects
As part of the Development team, support PO to develop, refine, and prioritize the backlog
Provide data analysis to help PO ensure the proposed technical solutions effectively meet the business need
Develop, and implement a Product Data Dictionary including standard data names and documentation of definitions, relationships, lineage, appropriate data usage and data quality
Use accelerated delivery methodologies to ensure data initiatives provide timely business value
Collaborate with QE to develop valid product test scenarios
Provide guidance to Product squad via peer reviews
Knowledge & Skills
Excellent written and oral communications, comfortable and effective in delivering to senior business and IT management and partners.
Ability to analyze existing and proposed interfaces and clearly document data flow, including specification of data flow models, data flow timing, data mapping, and data transformation rules including data validations and controls
Expertise in accessing, querying, testing and validating data content to drive quality and consistency within solutions
Ability to convey complex ideas clearly, manage the complexities of integrating new technologies
Excellent analytic, problem solving, business judgment, facilitation and organizational skills
Experience with large-scale systems development projects and process redesign efforts
Understanding of Data Management architectures
Ability to thrive in a fast-paced environment, across multiple and diverse business and systems groups
Experience
Demonstrated experience working successfully within an agile squad – scrum and/or kanban delivery
Excellent understanding of IT principles such as databases, functions, UI, business rules, software systems; strong knowledge of technology platforms and environments
Experience delivering data documentation artifacts in organizations of similar size and complexity within project deadlines
Able to communicate clearly, both verbally and in written form at various levels within product squads
Strong work ethic, results oriented, and accuracy / attention to detail are critical
Demonstrated initiative, able to work both independently and as a team member
Proven track record developing and maintaining complex data artifacts
Familiarity with HTML, JSON, GraphQL, Business Object Modelling, Visio, All Office 365 tools, Business Driven Development, SQL, Azure SQL, DB2, GitLab
Experience writing complex SQL queries to analyze data and provide results to business users or project team members
Able to clearly communicate complex methodologies and approaches to stakeholders, peers and management
Experience in working with Group Benefits domain data and Data Management solutions
Problems/Challenges:
Requires understanding of complex business functions and subject matter, must be able to grasp and simplify the expression of complex scenarios
Effectively managing deadlines, role requires strong work ethic
Gain an understanding of organizational goals and strategies -– these assist with the development of meaningful business KPIs
Keeping abreast of how multiple projects and their data needs and requirements intersect
This career opportunity is available in Kitchener and Montreal.

If you are ready to unleash your potential it’s time to start your career with Manulife/John Hancock.

About Manulife

Manulife Financial Corporation is a leading international financial services group that helps people achieve their dreams and aspirations by putting customers' needs first and providing the right advice and solutions. We operate as John Hancock in the United States and Manulife elsewhere. We provide financial advice, insurance, as well as wealth and asset management solutions for individuals, groups and institutions. At the end of 2016, we had approximately 35,000 employees, 70,000 agents, and thousands of distribution partners, serving more than 22 million customers. At the end of 2016, we had $977 billion (US$728 billion) in assets under management and administration, and in the previous 12 months we made almost $26 billion in payments to our customers.


Our principal operations are in Asia, Canada and the United States where we have served customers for more than 100 years. With our global headquarters in Toronto, Canada, we trade as 'MFC' on the Toronto, New York, and the Philippine stock exchanges and under '945' in Hong Kong.

Manulife is committed to supporting a culture of diversity and accessibility across the organization. It is our priority to remove barriers to provide equal access to employment. A Human Resources representative will consult with applicants contacted to participate at any stage of the recruitment process who request an accommodation. Information received regarding the accommodation needs of applicants will be addressed confidentially.",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
162,Data Analyst,Aphria Inc.,"Leamington, ON",save job,"Leamington, ONJOB SUMMARY: Aphria Inc. is seeking dynamic team players to join our Research and Development team.The Data Analyst is responsible for creating and managing databases, data collection systems and analytics related to processing attributes. The analyst will develop reports and monitor performance and quality control plans to help identify improvements.KEY ACCOUNTABILITIESUse statistical methods to analyze data and generate useful reportDevelop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and qualityAcquire data from primary or secondary data sources and maintain databases/data systemsIdentify, analyze, and interpret trends or patterns in complex data setContributes to team effort by accomplishing related results as neededOther duties and projects as assignedQUALIFICATIONS: Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracyWork experience as a data analyst or in related fieldAdept at queries, report writing and presenting findingsBS in Mathematics, Economics, Computer Science, Information Management or StatisticsSuperior communication and writing skillsCommitment to continuous professional developmentExcellent problem-solving skills and decision-making skillsAbility to obtain results with minimal supervisionNote:  The statements above are intended to describe the general nature and level of work being performed by people assigned to the job. They are not constructed to be an exhaustive list of responsibilities, duties and skills required of personnel in the job. Furthermore, they do not establish a contract for employment and are subject to change at the discretion of the employer.Aphria is committed to providing an accessible and barrier-free environment. Please advise Human Resources if you require accommodation during any part of the recruitment process.Job Type: Full-timeExperience:Data Analysis or related field: 3 years (Preferred)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
163,Data Analyst (Python Proficiency),Motoinsight,"Toronto, ON",30+ days ago,"Who We Are Looking For:
We are seeking a Data Analyst to play an instrumental role in the development of our data strategy and research innovative data solutions to solve real market problems. You will also be responsible for designing and implementing groundbreaking solutions utilizing large-scale data sets. This individual is also responsible for conducting research, coordination & collaboration with various internal teams, and working closely with engineering to integrate solutions into our production systems.
In addition to these responsibilities, you will also have exposure to other aspects of the business such as:
End-to-end ownership of data acquisition, management, preparation and presentation
Extracting and preparing actionable reports and dashboards based on gathered data
Document data flow and acceptable usage policies
Work closely with the data team with entry and analysis support
Assist in managing co-op students by providing them with a valuable learning environment and facilitating their development
Your skills & experience:
1-3 years related experience
Background in Computer Science, Computational Science, Mathematics or related field
Hands-on experience managing and overseeing data conversion, cleaning, and preparation
Programming skills in one or more of the following languages: Python, R, Javascript
Experience in, and knowledge of data visualization, techniques, and tools: Tableau, Google Data Studio or D3.js
Knowledge of databases and data warehouses: relational, noSQL, Hadoop
Advanced knowledge of Google Analytics and Google Tag Manager
Working knowledge of data governance principles and best practices
Seeing the 'big-picture' is easy for you, and you can look past the 'how' and understand the 'why' with ease
You have a business mind with a technology acumen – you can understand a business objective or problem, and create a valuable, flexible, and scalable technology solution (no coding required)
Experience working with cross-functional teams
Excellent MS Office (Word, Excel, PowerPoint) & Google Apps proficiency
Impeccable attention to detail is an absolute must
Strong oral and written communication skills
Possess a ""Do Whatever it Takes"" attitude to get the job done
Self-starter that is comfortable working with minimal oversight and tight deadlines
Ability to work among changing priorities and timelines, you are not a 9-5er
What We Do
Motoinsight data and technology are used by nearly every automaker, over 900 dealership franchises and the largest banks and insurance companies. Motoinsight's flagship digital retailing platform MotoCommerce™ enables revolutionary omni-channel and e-commerce enabled car buying experiences. Across its portfolio of owned and partnered automotive websites, Motoinsight also has one of the largest audiences of in-market new vehicle buyers which include premier brands such as Unhaggle, Consumer Reports, Globe Drive, Driving.ca, Black Book and others. The company is headquartered in Toronto, Canada and was founded in 2011. For further information, visit www.motoinsight.com.
Recently, Motoinsight has been named one of Deloitte's Technology Fast 50™ and Canadian Business Profit 500 fastest-growing companies.
Who We Are
Motoinsight technology is best-in-class, but it is our people that truly make the difference. We are serious about our culture. We hire, promote and reward based on our People Values. This is what you can expect from each member of our team.
Ownership
Act as an owner in everything you do.
Invest resources wisely as if they are yours.
Positively impact the business with your actions.
Continuous Improvement
Never stop growing and innovating.
Think around the corner and anticipate.
Make those around you better.
Accountability
Execution is 90% of the battle.
Do as you say you will.
Take responsibility when you fall short.
Persistence
Be there when things get tough.
Never give up.
Always find a way.
Consideration
Be kind to each other.
Do not be petty.
Be part of the solution.
Trust
Do not hurt the tribe",0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
164,Digital Product Data Analyst,Apply Digital,"Toronto, ON",30+ days ago,"Seeking an analytics, data, and optimization maniac for digital products!
We are a digital product consultancy that plans, produces and manages digital products for clients, who operate in a diverse and broad range of industries and digital product types. The Digital Product Data Analyst collaborates closely with the Product Strategy and Product Management disciplines. You will participate in digital projects as the measurement, analytics and engagement expert. You will be responsible for selecting, configuring and harnessing a wide range of analytics and engagement tools with the goal of optimizing and improving the performance of each digital product. You will be a trusted advisor on each client's business and report how Apply and the products we manage are meeting client KPIs and ROI.

This is a full-time, permanent position.
WHAT YOU'LL BE DOING
Measure, monitor, predict
Develop and implement analytics instrumentation strategies to measure and predict product KPIs.
Visualize, simplify ,and communicate data that helps product managers and client stakeholders make the best choices for their digital products.
Educate and support colleagues, internal partners, and clients in their use of data to answer business questions.
Continuous product improvement
Using various traditional and non-traditional tactics, such as A/B testing, predictive technologies (AI, machine learning), to achieve improvements in the areas of acquisition, activation, retention, referral, revenue.
Partner with product managers by providing actionable insights, and follow-through on the measurement of the impact of the recommendations, showing visible results for our clients.
Consulting and business development
Provide support to business development and engineering teams on business analysis, technology approach, analytics and engagement solutions.
Continuously share the latest trends and understanding of analytics and data science techniques, tools, approaches, methodologies, and solutions.
Identify emerging technologies related to digital product management; provide guidance on whether the company should adopt and implement them.
YOUR QUALIFICATIONS
3-5 years working experience with digital analytics, product marketing and engagement tools (such as Mixpanel, Google Analytics, Leanplum, Optimizely for A/B Testing, MailChimp, HubSpot, Zapier)
Consulting, agency, or professional services experience a must
Experience connecting multiple data sources to construct a 360 degree understanding of digital product performance
Experience working with Business Intelligence Tools an asset (i.e. SQL database, Google Data Studio)
Experience using predictive (AI/ML) methods an asset
Committed to using methodical approaches to problem solving
Proven data instincts and clear understanding of the common pitfalls of digital analytics
Performance and results-oriented
Perceptive, a creative enthusiast, have a great sense of empathy for customers and users
Appreciates the importance of effective communication and presentation skills
Genuine passion for digital strategy and digital products
Takes initiative and proposes new ideas and solutions before asked
Flexible and productive when juggling multiple priorities
Highly collaborative; team player
LIFE AT APPLY
Educational opportunities across the entire company, and within your area of expertise
Robust Medical, Optical, Dental, and Extended Health Benefits plan
Regular team and company events (curling, karaoke, escape rooms, and more!)
Flexible vacation policy
Regular team and company meals
Growth in your role alongside the company's growth
ABOUT APPLY
Apply is a digital product studio started by Blast Radius and Atimi executives, Gautam Lohia (https://ca.linkedin.com/in/gautamlohia), Chris Coghlan (https://ca.linkedin.com/in/ccoghlan), and Scott Michaels (https://ca.linkedin.com/in/scottmmichaels).
Apply partners with Fortune 1000 companies to create smart, software-enabled products and services that provide utility to end users.
www.applydigital.co (http://www.applydigital.co/)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
165,Data Scientist,MSi Corp.,"Ottawa, ON",save job,"Ottawa, ONContractOur telecom client is looking for junior level Data Scientists to utilize their analytical, statistical, and programming skills to analyze and interpret large data sets.Job Duties:Work with stakeholders throughout organization to identify opportunities for leveraging data to drive business solutionsInterfaces and processes using various ETL and SQL tools and technologiesTroubleshoot and performance tune the data ingress and egress process and build internal controls and checks to maintain data qualityAnalyze data from company databases to drive optimizationAssess the effectiveness and accuracy of new data sources and data gathering techniquesCoordinate with different functional teams to implement models and monitor outcomesDevelop custom data models and algorithms to apply data setsDevelop processes and tools to monitor and analyze model performance and data accuracyQualifications:Experience using statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw insights from large data setsSAS experience an assetKnowledge of advanced statistical techniques and conceptsA drive to learn and master new technologies and techniques3-5 years of experience in manipulating data sets and building statistical modelsStrong work ethic, hands on styleExcellent written and verbal communication skills for coordinating across teamsCommitted team playerStrong working knowledge of MS Excel and the use of pivot tablesDegree or Masters in Statistics, Mathematics, or Computer Science an assetTelecom experience is a strong assetIT experience in Telecom environment is a strong assetJob Type: ContractExperience:Python: 3 years (Preferred)Data Analysis: 3 years (Preferred)SAS: 3 years (Preferred)Location:Ottawa, ON (Preferred)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
166,Business Data Analyst,Bank & Vogue Ltd.,"Ottawa, ON",save job,"Ottawa, ONThe Bank and Vogue group of companies is a family-based business with its global headquarters located in Ottawa, Canada. The group of companies is dedicated to the wholesale, retail and supply of used consumer goods around the world. Bank and Vogue Holdings Limited is one of North America’s largest sourcing agents in the used and vintage clothing market. In addition to sourcing product across North America, we work with clothing manufacturers and suppliers around the world to source product for our retail chain (Beyond Retro) in Europe.Bank & Vogue Holdings Limited is currently looking for a Business Data Analyst (BDA) for its group of companies. The BDA provides expertise in the application and execution of sales and demand analysis and plays a key role in supporting our business strategy and objectives. Our organization relies on world class analytical solutions to help manage and grow our retail company Beyond Retro (www.beyondretro.com) and our entire supply chain which includes our own manufacturing facility in India.Working as part of our Merchandising Team, you will work with a variety of data sets to produce and maintain Excel based business tools that support the day today decisions of our business processes including production planning, demand forecasts, sales and pricing plans. Your ability to understand business process and how the underlying data relates is critical. Additionally, you will publish business reports using Tableau Software to the company reporting site.ResponsibilitiesWork cross-functionally with business and sales leadership to design, build, test and deploy business reporting tools that deliver tangible value on a large scale from day-to-day to strategic decision making.Act as the main resource for business inquiries, data requests and process tool development and support including but not limited to production planning, demand forecasts, sales and pricing plans.Address frequent ad-hoc requests, reports and analysis.Identify opportunities to improve business processes and create reporting that meet business needs, including impactful and complex data visualizations and solutions utilizing Tableau.Investigating, analyzing and resolving issues related to the reporting tools.Perform qualitative and quantitative analysis of key process indicators to identify opportunities for improvement in existing business model.The ideal candidate will have: A degree in Economics, Finance, Accounting, Business, Engineering, Mathematics, Statistics and/or similar discipline with analytical bias.A minimum of two years providing data analysis and reporting in a business environment.Experience in providing data analysis and reporting in a business environment.Advanced MS Excel skills (pivot tables, advanced functions including array formulas, work with large sums of data, modelling)Pivot Tables, complex nested formulas, lookup functions, Array FormulasDevelopment and deployment of VBA MacrosFunction samples: VLOOKUP, HLOOKUP, INDEX MATCH, GETPIVOTDATA, SUMIFS, MINS, MAXs PowerPivotConnecting to data sources, manipulating large datasetsDAX function samples: CALCULATE, RANKX, FILTERExperience in working with and analyzing large quantities of data from a variety of sources with the ability to identify and understand relationships from multiple data sources.Experience in working with and analyzing large quantities of data from a variety of sources with the ability to identify and understand relationships from multiple data sources.Some experience in improving processes based on sound data analysis and a track record of highlighting opportunities for business improvement.Excellent English verbal and written communication skills.An aptitude and interest in being detailed oriented and able to handle multiple priorities in a fast-paced, team-oriented environment.An aptitude and interest in being detailed oriented and able to handle multiple priorities in a fast-paced, team-oriented environment.Prior experience creating reporting and analytics within BI Tools such as PowerPivot, PowerBI, Tableau, MS SQL (Connecting to data sources and manipulating data) is a strong asset.Please send your cover letter and a resume and include “Business Data Analyst” in the subject line. Due to the high volume of applications, we will only contact those individuals that are invited to interview.Bank & Vogue is an equal opportunity employer. Accommodations will be provided at all stages of the hiring process; we ask applicants to make their needs known in advance.Job Type: Full-time",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
167,Data Analyst,Ledcor,"Vancouver, BC",18 days ago,"Vancouver, BCJob Status

Full Time Regular


Job Summary

You are an experienced Data Analyst who is seeking to apply your skills to provide proactive data quality to support business operations. You actively anticipate and act to resolve quality challenges while also providing operational data support and produce reports as required by the business.

Join the Ledcor Technical Services team in Vancouver, BC Today!


Responsibilities

Conducts regular data audits and clean up exercises for monitoring data integrity, resolving database issues and providing information and assistance to facilitate process improvement. Monitors and maintains data quality on an ongoing basis
Creates standard and ad hoc reports and provides information and analysis to business operations team
In consultation with operations team members, develops data analysis tools to address business requirements
Provides general data management, performing routine maintenance as required
Ensure the continual improvement of data quality while assisting with the improvement of process deficiencies
May perform other related duties as assigned



Requirements

5+ years of experience in a similar data quality/data integrity role, cleansing, validating and analyzing data
College, Trade or Technical diploma in Computer Science, mathematics, statistics or related field
Highly detail oriented with a high level of accuracy and analytical skills
T-SQL proficiency and advanced MS Excel skills are reqauired, PowerBI & Python experience an asset
Highly motivated team player with an ability to learn quickly and adapt to a changing business environment
Excellent written and verbal communication skills, with a commitment to customer service
Successful completion of pre-employment background check



Work Conditions

Office-based position with travel required

Ledcor Technical Services (LTS) designs, builds, and maintains wireline or wireless networks that span North America and beyond. We are a proven leader and innovator in telecommunications network construction, maintenance, and service installation and repair.


But when you work for Ledcor, your experience will go far beyond the project. Do you want a career that means more? Join our True Blue team now!

-

Ledcor is an equal-opportunity employer. We are committed to a policy of non-discrimination in all of our employment practices. We welcome and encourage applications from all qualified individuals, regardless of race, gender, disability or any other identifying characteristic.


Date Posted

3/5/2019",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
168,Project Analyst,Workplace Safety and Insurance Board,"Toronto, ON",15 days ago,"Toronto, ON$56,157 a yearThe Workplace Safety and Insurance Board (WSIB) helps people overcome workplace injuries and illnesses and helps business owners make their workplaces safe and healthy. Our people are at the heart of what we do. Bring your enthusiasm and expertise to the WSIB, and we’ll help you achieve your personal and professional goals through meaningful work, development opportunities and a culture of compassion, integrity and teamwork.
We are the WSIB. And we’re here to help.


This is a temporary opportunity for up to 24 months in duration.
Starting Salary: $56,157.00
The WSIB’s Portfolio Management Office is a key partner in achieving the goals of the organization and is currently responsible for the overall management of a large internal systems project.
The position reports directly to the Manager, Portfolio Management Office and is responsible for providing support to the Project Management Office (PMO) of a large-scale project in the analysis of documentation/data and development of project deliverables. This role will ensure the regular updating of project management plans and status reports, as well assisting in the timely communication with project stakeholders related to decisions, risks and issues. In addition, this role will support the PMO to ensure project sponsors and project managers are kept up to date on the project lifecycle.
Key Accountabilities and Responsibilities
Participate in project/program activities and deliverables pursuant to project plans by:

Coordinating status reporting, issues and risk management (including those pertaining to labour relations) and change control procedures following established policies and procedures
Participating in work plan reviews to facilitate resource capacity planning process, as required
Keeping project and portfolio managers appraised of project status and any issues and variances
Performing cross-functional tasks and/or other project-related duties as required
Update and maintain project management collateral which includes:

Assisting in the development of and updates to project charters, presentations, spreadsheets and other material as required
Monitoring adherence to project schedules and budgets, tracking progress and expenses, producing status reports with critical milestones identified and escalating issues and risks to project managers
Maintaining existing project management plans and assisting in the development of new plans for future phases of work using MS project
Participate in the facilitation of stakeholder communication by:

Scheduling, coordinating and participating in meetings and events, collecting and distributing relevant materials, taking detailed meeting minutes and highlighting and following up on action items
Assisting in the preparation of clear and effective communications to project teams and stakeholders with respect to related changes and implementations
Professional Requirements and Qualifications
Completion of post -secondary education in Business Administration or related field
1 or more years of experience in an analyst position
Project analyst skills with solid understanding of project management methodologies and standards
Certified Associate in Project Management (CAPM) – PMI Certification or Project Management Professional (PMP) – PMI Certification are an asset



As a precondition of employment, the WSIB will require a prospective candidate to undergo a criminal records name check prior to or at any time following hire.

To apply for this position, please submit your application by the closing date noted above.
We appreciate the interest of all candidates. Due to the volumes of applications we receive, we are only able to contact candidates that are selected to move forward in the recruitment process. The WSIB is an equal opportunity employer.

The WSIB is an equal opportunity employer and provides accommodation for job applicants in accordance with the Human Rights Code and the Accessibility for Ontarians with Disabilities Act. If you are an individual with a disability and you need accommodation in order to apply for this position, please contact talentacquisitioncentre@wsib.on.ca. If you are invited to participate in the assessment process, please provide your accommodation needs at that time. Please be advised that you may be required to provide medical documentation to the WSIB’s Corporate Health Department so that appropriate accommodation can be provided to you throughout the recruitment process.

Employees of the WSIB have important ethical responsibilities, including the obligation to place the public interest above personal interests. Job applicants are therefore required to disclose any circumstance that could result in a real, potential or perceived conflict of interest. These may include: political activity, directorship or other outside employment and certain personal relationships (e.g. with existing WSIB employees, clients and/or stakeholders). Please contact TAC if you have any questions about conflict of interest obligations and/ or how to make a disclosure.
Privacy Statement

Personal information will be collected from your resume, application, cover letter and references under the authority of the Workplace Safety and Insurance Act, 1997 and will be used by the Talent Acquisition Centre and WSIB hiring parties to assess/validate your qualifications and/or determine if you meet the requirements of vacant positions and/or gather information relevant for recruitment purposes. If you have questions or concerns regarding the collection and use of your personal information, contact the WSIB Privacy Office, 200 Front Street West, Toronto, ON, M5V 3J1 or 416-344-5323 or 1-800-387-0750 extension 5323. Be advised that information related to application status will not be provided.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
169,Data Entry Clerk,Halton DSB,"Mississauga, ON",save job,"Mississauga, ONThis position will primarily be data entry (numeric and alpha numeric) and does require past data entry experience, attention to detail is a must and the ability to work independently and follow detailed instructions. Other basic clerical duties will be required, good phone etiquette and customer service skills.Responsibilities: Reviewing vehicle documentsData entry and analysisEnsure items are closed in INQAEnsure all stamp boxes are properly stampedDistributes paperwork and oversees team of Yard Sorters/DriversOther duties as assigned and required by managementRequired Education and Skills: Experience in repair area or assembly environment OR Associate degree in Automotive Technology or equivalentMUST have valid driver’s licenseWorking experience as a data analyst or business data analystKnowledge of and experience with Microsoft Office, especially Microsoft Excel.Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracyAdept at queries, report writing and presenting findingsJob Type: Full-time",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
170,Data Scientist,Quartic.ai,"Oakville, ON",5 months ago,"$70,000 - $100,000 a yearQuartic.ai puts the power of Artificial intelligence in the hands of industrial users to achieve true greatness.
Our team is made up of world-class data scientists, software developers, and industry experts with decades of experience.

We are looking for a Data Scientist who is passionate about Machine Learning, and knowledge in Statistics and Computer Science. You should like doing data science projects with structured and/or unstructured data and enjoy productizing scalable machine learning models. We will also rely on you to build data products to extract valuable business insights. Critical thinking and problem-solving skills are essential for this role.

Responsibilities
Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns
Build predictive models and machine-learning algorithms
Present information using data visualization techniques
Propose solutions and strategies to business challenges
Collaborate with engineering and product development teams
Requirements
Strong understanding of machine learning theory
Hands on experience with Statistics
Capability of quickly implementing prototype products of cutting edge research papers
2 - 3 years of hands on experience with various open source tools (e.g. Tensorflow, Pytorch, XGBoost, LightGBM, Sklearn, Numpy, ...) and data visualization libraries (seaborn, ggplot2, ...)
Analytical mind and business acumen
1 - 2 years of experience with building scalable production systems (in Spark/Scala/Java) is a big plus
Kaggle experience or Github open source project experience is a big plus
Benefits
We are a fast paced startup with a lot of fun and excitements. We don't micromanage you and we have you covered for health care, dental, vision, etc. as well as reimbursement for your gym membership and gas expenses.",0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
171,Data Analyst,American Iron & Metal,"Montréal, QC",15 days ago,"PermanentPosition Overview:
The role of the analyst consists of analyzing the information/data related to purchase and sales reports. The information gathered will help evaluate the strategic and tactical approach currently used by AIM.

Responsibilities

Analyze and interpret purchase and sales
Share and present the findings, the knowledge and the recommendations
Analyze the impact of the marketing deployed (return on investment, purchase and sales, CRM initiative, etc) and suggest recommendation if needed
Coordinate and monitor quantitative and qualitative studies for AIM
Perform secondary data research (market information, trends on consumers, etc)
Support and assist the operations and the marketing team.
Participate in financial planning and the preparation of operating budgets
Maintain financial models and reports to track, trend, and forecast future performance
Assist with maintenance of financial reporting systems and provide technical support.
Analyze data; develop data reports to support the field team.

Skills

University diploma in Administration/Marketing, Mathematic/Statistic, Accounting/Finance or have 2 years in the marketing or quantitative data analysis
Advanced knowledge of Excel and PowerPoint.
Advanced knowledge of Mathematics and Statistics
Focused on profitability and recommendation
Able to work with several different databases and interpret the data.
Strong analytical and synthesis skills
Strong communication skills in both French and English (written and spoken)
Micro-strategy (Asset)

",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
